"Fri Apr 02 17:12:19 +0000 2010",11490934585,"@zoocamera I really like this idea. Please tell me where it is being implemented",web,braddles_havard,braddles_havard,,http://a1.twimg.com/profile_images/791693810/brad_1_normal.jpg,http://www.twitter.com/braddles_havard,9
"Fri Apr 02 00:35:01 +0000 2010",11452867921,"@zoocamera Hello, my name is Bradley and I am very interested in your web site. Keep me updated!",web,braddles_havard,braddles_havard,,http://a1.twimg.com/profile_images/791693810/brad_1_normal.jpg,http://www.twitter.com/braddles_havard,9
"Wed Mar 31 22:35:09 +0000 2010",11390562570,"@zoocamera i liek animulz",web,"Matches Malone",matches42,,http://s.twimg.com/a/1270236195/images/default_profile_3_normal.png,"http://www.twitter.com/Matches Malone",1
"Sun Mar 28 17:56:52 +0000 2010",11205198763,"@zoocamera dude, check out cam 1 with the elephants attaching the rhinos! kickin!",web,georgecuriosity,mehmommie,,http://s.twimg.com/a/1270504360/images/default_profile_6_normal.png,http://www.twitter.com/georgecuriosity,1
"Sun Mar 28 17:55:11 +0000 2010",11205132540,"@zoocamera has anyone every noticed how animals at safaries are covered in files? nasteeeeee.....",web,tehfly,tehfly,,http://s.twimg.com/a/1270504360/images/default_profile_1_normal.png,http://www.twitter.com/tehfly,1
"Sun Mar 28 00:22:34 +0000 2010",11168924182,"@zoocamera I voted for apes. they eat naners",web,grapeape,garapape,,http://s.twimg.com/a/1270236195/images/default_profile_4_normal.png,http://www.twitter.com/grapeape,1
